# time : days since 2000-01-01
# height : 1.5,1.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0
# lat : -26.25,-26.25,-26.51076889038086,-26.25,-26.619718551635742,-25.578947067260742,-27.046239852905273,-27.046239852905273,-25.578947067260742
# lon : 28.125,28.125,28.125,28.0,27.5,26.25,28.125,28.125,27.5
# tas : K
# dimensions : 
# - model: 9
# - time: 1163
time,0,1,2,3,4,5,6,7,8
10028.0,7.769449,8.093836,8.407479,9.542179,8.391434,11.25198,10.516649,9.137653,9.4226465
10058.5,7.1820717,7.1759195,8.2757225,5.7131104,8.80893,8.276858,7.9759398,7.3680983,9.774
10089.5,11.336007,11.887325,11.334403,10.788369,13.320568,7.943371,12.2080765,10.721417,12.505195
10120.0,16.512669,16.351488,15.717249,18.321579,15.961367,16.564548,15.453927,16.464651,16.516129
10150.5,18.940948,19.097242,16.53545,18.73664,19.254292,19.860573,15.445841,15.481905,16.998472
10181.0,18.003159,21.600496,19.036575,19.339376,16.010324,21.038052,18.438457,17.109262,19.209398
10211.5,18.16073,18.122332,19.08906,20.632454,18.082949,19.369314,17.140352,18.270014,20.856632
10242.5,18.49859,19.343107,20.065256,16.350706,17.185774,19.365389,16.974459,18.517763,21.831947
10272.0,,,20.376888,16.503006,17.530293,18.62545,,,20.453226
10272.5,17.754126,19.845228,,,,,17.281761,18.069828,
10302.5,15.960266,18.937475,18.330393,17.812063,15.85178,17.746971,17.03399,17.304012,18.060413
10333.0,12.552173,15.640254,15.486585,14.928711,13.245488,15.8692465,12.993786,14.537015,14.3901415
10363.5,11.841654,11.23863,13.208172,11.81481,10.947163,9.751795,9.592769,12.328716,13.148606
10394.0,8.811136,8.817377,8.145913,8.19788,8.1353,7.808956,6.9509144,9.185902,8.372933
10424.5,8.535679,10.689958,10.095821,9.285498,8.433381,6.106082,9.69353,7.896632,9.754225
10455.5,11.973092,13.786312,10.887565,13.139291,12.39201,10.979443,10.612984,10.022077,12.137458
10486.0,18.007572,16.658403,16.093561,15.389541,14.731142,14.95084,16.04676,15.059469,16.113022
10516.5,18.184021,17.226515,18.054218,16.834114,13.421101,18.373909,15.587198,17.577456,16.185545
10547.0,17.44374,17.401918,18.23494,15.941641,15.381601,16.992702,17.292889,18.13508,18.14284
10577.5,21.66656,18.541582,17.947763,21.0709,17.131533,20.891836,17.620241,18.37301,19.455845
10608.5,22.399866,19.66107,18.01423,19.60919,17.074171,20.260988,18.718782,18.720247,20.370155
10638.0,21.363897,17.768232,18.52026,19.88115,16.293354,18.349846,17.471703,18.666874,19.792734
10667.5,18.45639,16.849127,19.112894,19.19695,15.976963,16.018547,16.623957,16.292477,18.306904
10698.0,14.581592,13.656947,15.35304,14.964752,11.711186,14.421309,14.624859,15.047208,14.633061
10728.5,10.564707,8.89076,12.148174,13.874838,10.067219,11.193384,11.510371,11.439404,11.321336
10759.0,10.371195,7.9022465,8.6847315,9.04636,7.3018036,8.061398,8.494371,7.8804817,8.643411
10789.5,8.135685,9.303697,10.08569,11.779699,7.960664,8.156405,9.202441,9.636714,9.734755
10820.5,11.507272,10.416073,13.449332,14.560647,8.832592,12.037914,10.492439,10.046247,12.6559515
10851.0,18.34058,13.259172,15.566278,15.975081,15.719942,12.6548195,15.664651,14.709402,14.248978
10881.5,18.559662,16.484083,16.935413,17.662086,15.833332,14.880959,15.093241,18.586367,15.720854
10912.0,17.098862,19.498354,17.155563,19.277609,15.224558,17.185207,17.970135,16.453592,19.460741
10942.5,19.773493,19.05562,20.224253,18.833412,17.387148,19.654745,17.858706,18.956964,18.512882
10973.5,20.812616,21.399412,20.07728,19.753416,19.76161,18.64139,18.585787,18.789186,19.59446
11003.0,19.130713,21.833601,19.245296,19.997879,17.687885,20.657372,18.34063,19.716862,19.67045
11032.5,18.02533,16.732275,17.586588,17.49642,17.768559,18.607048,16.751642,16.697598,17.797138
11063.0,14.429919,13.378718,15.030957,13.010773,15.396031,14.578353,14.459087,13.634763,16.045017
11093.5,14.043589,12.221785,11.739178,10.763723,10.205006,12.495783,10.712245,10.573193,12.291184
11124.0,9.086435,8.30105,9.919747,8.394382,9.071854,8.567593,7.146105,9.020496,8.555337
11154.5,7.8284645,7.9436197,8.763119,6.6145387,7.309083,10.067019,8.943042,7.125087,11.015516
11185.5,9.703652,11.085049,10.195151,12.38273,13.219891,11.54063,11.939095,12.300458,11.161963
11216.0,15.33588,17.541338,13.616205,16.37645,13.561525,16.020542,15.155892,16.5342,14.974075
11246.5,15.783508,15.863783,16.180134,17.877052,14.334888,18.902412,16.99534,17.427858,17.074797
11277.0,18.605484,19.330263,18.987137,15.441458,15.864023,18.842403,17.511547,16.341745,17.247332
11307.5,17.412256,19.799456,18.936563,21.297829,17.72922,20.61495,18.105135,17.406061,19.000614
11338.5,18.170069,17.625425,20.86442,19.116941,18.010817,21.55588,20.213747,19.241823,19.36509
11368.0,19.114813,17.825361,21.003933,15.7332,16.705677,21.335106,18.212364,17.538456,20.469767
11397.5,17.13272,17.597815,18.272165,16.127798,15.018894,19.426537,17.783014,16.050594,18.419605
11428.0,16.030415,15.526362,15.96211,14.358887,12.693028,15.085097,14.982281,14.259549,14.12946
11458.5,12.846903,11.775099,11.055614,13.066336,9.692829,11.336206,11.259273,11.666027,10.838548
11489.0,8.88624,7.8049564,10.683663,9.587559,9.260086,10.2158165,9.53084,10.055958,9.08204
11519.5,9.376652,11.134324,9.094418,9.051825,10.356233,8.419314,10.057635,8.265712,7.980818
11550.5,10.885964,11.661831,12.691733,12.492196,14.538464,11.466045,12.186134,10.325971,13.506476
11581.0,15.15485,14.903215,17.317163,18.242142,14.845278,13.174992,15.812661,16.027945,16.844803
11611.5,15.866882,14.941389,16.77361,15.637733,17.272999,17.51072,17.545633,15.267885,18.203428
11642.0,17.548843,17.189852,18.554337,19.704153,16.469065,16.96185,17.304607,17.24055,18.936357
11672.5,18.05984,18.171373,19.901133,20.984932,18.046755,20.534903,17.742403,17.423548,18.303532
11703.5,18.596796,17.80139,20.315073,19.491026,19.360579,19.425325,17.430513,18.744661,18.133461
11733.0,,,20.62051,20.079605,18.851307,18.876274,,,19.863718
11733.5,17.041418,19.126478,,,,,17.709679,18.74213,
11763.5,16.54834,17.68656,16.642862,20.429129,19.554386,19.226067,17.446161,17.008175,17.900013
11794.0,14.866321,15.908595,14.349683,13.613495,13.301122,13.513473,13.612896,13.780789,15.582067
11824.5,11.98237,9.983412,10.561962,12.318441,11.2542305,9.747309,10.869685,10.767681,12.90709
11855.0,7.7505894,6.150324,8.10212,10.3762245,8.9743805,7.966915,7.6743946,7.7621956,9.88041
11885.5,8.999607,7.334306,6.9970665,8.564764,9.101502,10.098025,7.775378,7.8428297,9.878859
11916.5,11.358743,10.345669,11.905448,11.369485,12.544445,9.682751,11.612801,10.713239,13.734443
11947.0,15.556919,13.845934,15.48086,15.810775,15.37134,15.764744,14.487344,16.584982,17.19487
11977.5,17.153534,13.668898,19.655994,17.915474,19.171528,18.315865,17.102884,15.720583,16.714293
12008.0,18.428268,17.307985,18.509995,20.706747,15.889414,18.360592,18.333782,15.850107,19.632433
12038.5,20.646692,18.460222,18.304178,22.131416,16.864931,18.90978,18.614473,19.44433,19.665897
12069.5,19.071955,18.01422,17.508219,20.225584,18.425245,19.439638,18.792696,17.682955,19.531471
12099.0,19.742865,20.792036,17.559597,16.338211,20.210682,20.10009,18.894981,18.849522,19.2147
12128.5,17.766235,17.714178,17.810678,18.408255,16.958622,19.47799,17.168665,16.702938,18.027973
12159.0,13.596484,12.190486,13.30116,13.566986,14.796941,15.3866415,14.975445,16.536953,15.093938
12189.5,11.613504,8.9967785,10.621563,13.257986,11.724903,11.556116,11.08755,13.879894,12.337876
12220.0,7.3997593,8.976618,7.9329004,8.734348,8.338577,10.372768,9.130236,9.730549,8.948068
12250.5,6.680851,8.537736,8.217007,10.197943,7.970704,10.131381,9.896411,9.7044325,8.419722
12281.5,11.808175,10.832302,11.566184,11.819222,12.224834,13.021801,10.923714,13.176251,12.850135
12312.0,12.65958,12.202684,17.927546,16.347061,16.613008,17.108616,12.368508,17.344625,18.580215
12342.5,16.180817,18.681318,15.425159,17.979286,18.348804,17.436195,15.980692,16.07654,18.302153
12373.0,17.232529,17.033602,19.104172,18.07009,18.005686,17.801144,19.196392,17.695078,18.595507
12403.5,20.376307,20.359514,19.116068,18.43232,18.019625,20.03362,19.60901,16.601374,19.737095
12434.5,19.479792,19.371916,19.275156,21.623838,18.342909,18.767519,19.743196,18.997438,18.962563
12464.0,18.070929,18.322035,20.711971,21.232346,17.13451,19.088158,19.92974,17.58118,18.419382
12493.5,16.177063,17.513922,19.96641,17.705648,15.283909,16.649803,20.01861,15.587002,17.460743
12524.0,12.645495,15.952907,12.909375,15.574249,13.844701,14.126266,15.149212,14.52789,16.096134
12554.5,10.672922,11.871443,10.2978325,13.134665,10.752369,10.971918,14.054866,10.750713,12.0291605
12585.0,8.9643955,10.129206,7.4269495,9.322636,9.588516,9.098904,10.200914,8.163624,9.002358
12615.5,9.0419655,8.669328,8.00671,7.993872,7.613557,8.9462,9.047717,8.601649,8.90309
12646.5,10.15046,12.220608,9.965659,10.364724,11.125988,12.959118,11.745979,12.881055,11.491462
12677.0,13.956516,15.5075245,18.744349,18.05632,17.348116,16.319859,18.166695,15.195028,14.129684
12707.5,16.963623,17.699965,18.007435,19.125648,15.783344,16.043709,18.557383,18.048738,16.799192
12738.0,20.31511,19.378054,17.99025,19.513296,15.595163,17.45605,20.234112,19.315378,18.307238
12768.5,18.908014,20.11757,19.805002,22.904335,17.87308,19.371695,20.44034,18.505823,19.498295
12799.5,19.229273,20.386137,21.618906,19.706999,19.237532,19.99286,19.641207,19.514833,19.894508
12829.0,19.211248,18.846846,22.41418,17.264664,18.459034,18.552544,20.06997,18.337955,20.296274
12858.5,17.682861,17.817968,20.469522,18.252554,15.6608925,18.11959,18.79339,17.712032,17.200123
12889.0,15.0163145,14.916194,17.058117,15.028992,13.618047,17.250778,13.717266,15.196195,14.16599
12919.5,12.406168,11.616987,11.824017,13.782705,13.310993,13.824854,12.180049,12.57896,12.656327
12950.0,8.215738,8.659754,8.165658,8.148197,8.273087,11.6385765,8.887835,9.064259,7.8925867
12980.5,6.671482,5.959428,9.756344,6.536383,8.719392,10.331912,9.604602,7.9742994,7.8305187
13011.5,11.610726,10.3659935,12.06951,11.688973,10.966412,10.7804985,11.7705765,11.581159,12.521125
13042.0,15.677525,14.833849,16.761011,13.958083,14.754824,16.375675,16.694374,15.734213,16.563065
13072.5,17.03595,16.430738,18.86678,17.844887,18.90929,19.840187,18.043283,17.424318,19.0885
13103.0,16.672623,18.379366,17.95723,18.249044,16.292765,18.592464,18.203411,17.91987,16.942461
13133.5,19.952082,19.607592,18.063242,19.241371,18.095552,20.367544,19.535616,18.790216,19.194767
13164.5,20.33349,21.8757,18.569834,19.046965,18.789381,19.081331,19.350496,18.6037,18.978035
13194.0,,,19.815182,18.301224,20.376392,19.542809,,,20.73292
13194.5,19.550695,20.610456,,,,,18.747765,19.353855,
13224.5,17.716248,17.430578,18.530375,19.48818,16.876072,18.255638,17.942743,18.033993,18.388233
13255.0,13.859912,13.773402,13.831311,16.976837,13.729253,16.284897,14.548809,14.739926,15.549504
13285.5,9.960978,10.288099,11.312237,10.869223,11.6769905,12.937098,10.630061,9.633312,12.35164
13316.0,7.858835,5.2948246,9.307687,12.98328,9.550064,11.048763,7.0464954,9.04665,9.114114
13346.5,7.532139,6.7913675,8.853756,11.473608,11.087068,11.1409025,9.130664,9.046199,8.754072
13377.5,11.22889,10.897701,9.832725,13.927651,12.402294,11.953899,11.196236,12.010785,12.788703
13408.0,16.06876,16.93056,15.494562,15.952376,17.306826,16.672794,15.364785,14.265097,17.520584
13438.5,16.606201,17.6295,16.655445,19.33979,18.628742,17.388374,15.977121,18.437288,18.518309
13469.0,19.805038,19.127108,18.988663,18.457663,17.21351,19.734066,16.997967,17.779825,19.401873
13499.5,20.41363,19.814623,19.23701,18.732124,17.363802,19.467123,16.910189,19.273066,19.154728
13530.5,18.875788,20.671782,19.416513,21.112455,18.007551,19.461763,18.904177,17.874453,19.29972
13560.0,19.999395,21.664137,19.086178,21.480453,18.172901,19.713158,18.460289,18.352634,20.420572
13589.5,17.754486,16.918615,16.35975,18.259726,17.345463,18.1614,17.626276,17.531002,19.454273
13620.0,14.160785,15.183925,15.531384,10.577881,14.39063,12.842879,15.422283,13.6404085,15.235387
13650.5,11.543894,13.227308,12.919445,13.242453,10.7229805,11.3059635,11.2391615,11.481518,12.795579
13681.0,9.3020115,8.601099,10.903909,12.02808,9.083572,10.899776,9.377489,9.9217415,9.5762415
13711.5,10.2485695,7.846879,10.569454,11.402014,10.069642,11.930331,9.103015,8.615535,9.868574
13742.5,12.413796,11.112026,12.451926,12.570199,12.309795,12.962597,11.967537,11.366132,12.321235
13773.0,17.36887,13.782854,12.227716,15.127456,17.237917,16.603123,15.03547,14.449789,14.746414
13803.5,18.574432,14.692854,17.503773,19.028297,16.991108,17.689705,18.844034,18.590273,17.00189
13834.0,19.210312,16.748415,20.191696,17.664755,19.66038,18.013607,17.274822,18.383554,19.289904
13864.5,20.341455,19.723772,20.10383,19.316078,21.92737,18.221487,19.27115,19.103083,20.025944
13895.5,18.699366,21.321257,19.042063,19.029966,19.86714,20.96692,18.944918,17.707308,19.096565
13925.0,18.795965,21.56346,18.837582,18.920914,16.089893,19.543877,19.119652,18.75806,19.356333
13954.5,16.16269,19.95011,18.437235,17.541555,16.07825,18.47277,17.675287,16.642574,18.35448
13985.0,13.537921,17.40173,15.934369,16.05603,13.970738,13.836654,15.149029,14.731351,15.732457
14015.5,11.246164,13.550184,15.457409,12.478109,9.467579,11.019159,10.04626,10.462719,12.126908
14046.0,7.6078587,11.787012,10.6474695,9.423466,8.922012,6.702511,10.915758,9.460651,9.690438
14076.5,8.731785,8.053514,9.998928,10.850225,8.766328,7.043338,7.8651304,8.423213,9.249739
14107.5,12.451425,10.761837,12.99047,10.889504,11.917675,10.428692,13.104225,10.774335,10.365699
14138.0,15.455296,15.881365,13.660578,17.499313,17.632906,16.036716,16.443428,16.53597,14.75322
14168.5,17.839783,16.196241,17.088673,20.33207,18.196918,18.065132,17.580088,16.909975,18.919127
14199.0,17.03978,17.28412,18.696976,18.303915,19.108927,20.079983,17.000927,16.607584,19.98372
14229.5,21.202723,18.469103,19.026468,19.100197,19.224367,18.872091,19.045076,19.485193,20.480534
14260.5,20.014002,20.315123,17.042551,18.310026,19.922071,19.95218,19.121065,19.207949,20.639656
14290.0,20.731298,19.182142,17.377346,17.645462,17.830189,19.264305,19.643333,18.153507,18.253977
14319.5,19.132416,17.679724,18.480082,16.030722,15.547459,17.827965,17.763422,17.689419,18.43819
14350.0,13.262408,15.597774,15.637189,14.120056,12.424474,14.041213,13.669872,13.370511,17.081455
14380.5,10.718973,12.462599,12.873241,14.481558,11.335865,10.2434025,12.843013,11.095074,11.541184
14411.0,9.520853,10.800623,7.4690027,6.934269,8.557175,7.9235497,8.041948,8.3948555,10.321328
14441.5,7.9941444,8.857469,7.61874,10.850592,8.796876,9.287784,9.015948,8.863551,10.47682
14472.5,12.679238,14.151302,11.252524,12.5285425,11.438244,14.323711,12.29438,13.262708,12.511359
14503.0,12.153019,19.041094,16.611628,18.069717,18.303102,18.602055,16.559792,16.130056,16.38411
14533.5,18.04773,20.514784,16.423359,15.872383,17.492085,20.794075,17.698801,16.464602,17.063292
14564.0,18.419235,17.121187,18.037857,17.78298,17.77888,19.799313,18.94749,17.910746,18.012285
14594.5,18.081293,19.68236,20.335428,19.140266,17.928988,20.276236,19.766024,20.327814,20.104282
14625.5,18.421137,17.95825,21.49119,19.395689,20.759474,18.013308,19.905275,19.0842,19.92469
14655.0,,,21.559872,18.558609,18.993458,18.145287,,,20.518198
14655.5,18.165747,16.755598,,,,,18.597435,19.104893,
14685.5,16.577148,17.360785,18.082499,20.245749,17.900211,17.362846,17.377314,18.299618,17.43929
14716.0,14.430163,13.750117,15.638684,14.110779,14.286992,14.57698,14.249187,15.079129,15.2183275
14746.5,12.082071,11.471113,13.793011,12.7075405,12.59737,11.676142,12.020839,12.198345,11.950395
14777.0,8.222574,9.184809,12.399331,8.856754,9.292435,9.362759,8.974169,10.261982,9.842385
14807.5,10.458195,8.494676,10.207485,6.986029,8.467561,10.382815,7.697406,9.955562,8.693525
14838.5,13.027383,12.5812645,11.314597,14.73066,12.740917,14.710766,11.817024,12.021283,13.269324
14869.0,16.099186,19.224047,17.664667,15.588363,17.795748,17.184635,16.918892,16.625998,18.558243
14899.5,17.750824,16.983107,18.546711,14.851845,16.953053,17.374825,18.479532,16.420961,20.770811
14930.0,19.172897,17.329836,18.273087,17.791739,17.918253,16.852139,18.7765,17.079782,18.076311
14960.5,19.478113,19.592272,19.041574,18.645027,20.972506,18.964499,18.987978,18.938898,19.035221
14991.5,19.390863,19.742186,18.498636,18.111082,18.49571,21.116945,19.010988,19.56885,19.169441
15021.0,20.818365,19.421095,19.008938,18.517715,17.818226,17.517754,19.765892,18.702702,18.706644
15050.5,19.659576,18.211554,18.504526,16.093344,17.725224,18.51641,18.765863,18.82928,17.523365
15081.0,15.370196,15.554286,14.737744,12.356628,13.688909,15.8562155,16.235638,15.198026,13.500707
15111.5,11.12327,12.975874,12.220104,11.9793,11.173664,14.832605,12.62408,13.300457,12.843339
15142.0,9.22175,8.404169,6.607095,6.2562294,8.4969635,9.176266,11.112658,8.590015,10.432107
15172.5,9.248936,6.806901,7.8435326,8.951269,11.368897,9.708835,9.522204,9.059199,8.786848
15203.5,10.091714,9.275692,11.127494,10.790597,12.943768,13.031689,12.468147,10.487134,12.83689
15234.0,16.73447,16.098375,14.330133,16.42955,18.87308,16.95856,16.678383,17.053091,15.021805
15264.5,18.292572,15.084547,17.721027,19.185005,17.204884,18.896889,20.080423,19.40021,18.530485
15295.0,17.530258,17.342989,19.1212,17.782309,17.089151,18.490719,18.107037,18.190134,19.099138
15325.5,19.431421,17.567858,19.046488,18.308876,17.994478,20.216238,19.075289,21.19494,18.878849
15356.5,19.785273,19.86099,20.414286,19.512419,17.667128,18.691805,19.432344,21.576662,19.262917
15386.0,19.322363,20.056013,19.60461,20.40068,17.51836,19.108665,18.597618,20.609867,18.604013
15415.5,16.99057,18.178473,18.793314,20.59966,17.094547,17.098015,17.916773,20.082027,18.201801
15446.0,13.447955,14.160426,14.953443,12.818878,14.16837,15.375136,14.144115,15.018033,15.460668
15476.5,11.376444,12.6826,12.113293,13.12261,12.752888,11.450037,12.030086,13.846416,11.609971
15507.0,10.2047825,10.14184,10.065133,8.449619,9.083908,7.4652367,7.556078,9.516163,10.716592
15537.5,10.08646,8.178819,8.689083,12.470434,8.729737,9.5124235,9.39342,11.080806,9.318556
15568.5,12.427346,11.245998,12.315818,12.720529,12.104656,12.489574,13.444008,14.810895,13.390113
15599.0,15.472477,14.877001,16.418879,15.467269,14.860048,14.111393,17.785683,16.20333,16.775223
15629.5,15.419037,17.349257,15.661457,16.837471,18.775745,16.02201,17.294107,20.251863,17.636717
15660.0,20.298782,19.19568,19.039078,17.191702,19.638071,17.19482,19.813946,20.058115,18.225878
15690.5,19.170282,17.99895,20.649302,18.490303,19.368593,19.324636,21.738314,20.729273,19.96323
15721.5,19.541803,19.681852,21.057383,18.298521,18.359419,19.961336,21.40851,21.027193,21.013802
15751.0,18.957312,20.43849,20.28329,18.192947,18.032337,20.69204,21.164207,20.555119,18.983316
15780.5,18.657349,20.119452,18.786356,18.367605,16.957493,16.63668,19.99505,19.866146,16.744434
15811.0,15.89928,15.37707,15.234937,15.264374,14.951177,14.55693,16.394268,14.163754,13.298772
15841.5,12.092417,13.294874,11.532085,10.950186,11.999439,12.480188,13.357112,13.12553,11.311784
15872.0,10.085337,8.768518,7.339364,9.638584,8.660873,10.408443,10.174974,9.790333,10.415566
15902.5,10.187717,9.386308,8.858486,10.81278,7.9866037,7.431857,9.183703,8.94955,9.604353
15933.5,13.737557,14.292629,12.411521,11.527352,12.838421,11.112499,9.919563,12.331891,14.024207
15964.0,17.403873,17.477953,17.796442,17.005478,15.301455,16.401096,17.735146,18.514853,14.441666
15994.5,18.753937,18.223951,18.037128,20.771858,17.369831,18.976692,18.75126,16.856203,18.053404
16025.0,18.034286,18.940401,19.030502,19.624258,18.995188,19.045406,18.671307,18.92982,18.409472
16055.5,18.292444,20.278368,20.005045,20.333504,21.146303,22.383108,20.720858,20.958185,20.409306
16086.5,20.672785,19.200193,20.525705,21.049192,19.662611,21.005465,19.828157,21.557802,19.695198
16116.0,,,22.137997,18.574203,20.608234,21.451653,,,19.866953
16116.5,19.458136,18.748701,,,,,20.000328,20.51807,
16146.5,18.283447,15.952826,19.965158,19.990805,16.45206,17.867912,18.531366,18.8204,18.442646
16177.0,14.781512,14.392573,16.067822,12.547974,14.78214,17.393295,16.855541,15.784757,16.70612
16207.5,10.264383,13.495436,12.184124,11.417715,10.832417,14.3666935,11.411433,14.025646,12.21959
16238.0,8.9678135,10.190363,8.887582,6.653965,9.730118,8.300625,10.737047,10.983631,8.211495
16268.5,8.172855,6.9482584,10.157009,10.604559,8.914186,11.110263,9.89989,9.534297,8.362104
16299.5,12.170358,11.375088,14.091819,8.641793,13.20982,9.774578,14.794441,11.325116,11.553107
16330.0,16.303013,14.577501,16.316614,14.812026,18.03879,16.997257,17.857582,18.781332,17.240524
16360.5,16.266113,17.178602,20.3391,17.84925,18.121387,18.997597,17.353617,17.622194,19.836943
16391.0,17.730331,17.925112,20.610275,18.442068,18.303354,18.274776,18.606945,21.478434,19.08098
16421.5,19.741114,20.129381,19.01719,19.614693,17.999422,19.380514,19.332796,20.825617,19.325565
16452.5,19.870722,20.923582,18.374643,20.385313,20.44493,18.798891,17.63608,21.388063,21.476265
16482.0,18.821142,19.111006,20.405087,20.023422,19.34795,18.605309,20.396812,19.685368,20.559671
16511.5,17.506226,17.81629,17.441477,18.223654,17.189701,17.600365,18.57171,19.7626,18.142017
16542.0,13.848407,14.136317,13.210706,13.806061,13.845006,14.9656515,16.025982,15.887296,14.204747
16572.5,11.584757,10.99806,12.354382,13.742086,13.300983,13.4573,11.788325,13.660076,12.643388
16603.0,10.544077,8.699366,9.594277,10.275791,9.557938,8.776821,8.377642,10.090534,8.921517
16633.5,10.968082,8.118943,9.398891,12.123693,8.814607,8.750613,9.864673,11.383784,10.061781
16664.5,11.864236,13.288967,11.551688,10.791268,10.220959,15.403362,12.6612625,12.961286,14.631324
16695.0,16.122593,18.981676,14.787134,16.66658,12.550783,15.831028,18.119576,18.878317,17.30754
16725.5,18.852417,18.059065,18.011707,17.735725,14.621784,18.075264,17.980173,19.32535,17.542479
16756.0,17.32991,17.160158,18.488663,19.808432,21.146524,17.455868,17.24403,18.944223,19.57387
16786.5,19.079218,20.447466,19.650553,22.93531,18.097445,19.213736,18.886202,20.822504,19.69144
16817.5,21.535944,21.29556,18.470194,17.994291,21.458387,19.83008,18.504671,19.745913,20.011482
16847.0,21.274755,18.960371,19.434383,16.715012,21.09914,18.431633,19.520287,20.72968,20.408396
16876.5,17.597626,19.222143,18.245249,17.73873,20.097233,17.884697,17.417353,17.296413,17.315998
16907.0,15.467578,15.952815,14.337598,14.167511,17.071415,15.521743,12.8342705,15.045682,14.041142
16937.5,12.588327,12.777052,11.720074,11.082174,13.226673,10.817163,11.655208,11.151257,12.270097
16968.0,7.9043064,9.967981,9.356912,10.853947,9.563522,11.176846,9.274096,10.343739,9.598031
16998.5,10.503117,9.300523,9.550472,8.092993,8.370973,9.495639,9.255542,9.430812,9.201948
17029.5,12.6569605,11.491024,11.91796,13.338113,11.148296,11.562786,12.586006,13.558576,11.610724
17060.0,17.581333,16.228502,13.284662,17.05516,16.585573,14.723728,16.498207,19.41326,16.533066
17090.5,18.615723,14.935133,18.485218,17.919502,18.329517,18.168343,16.181284,19.142855,19.193632
17121.0,18.658066,20.102358,18.765457,18.847128,19.428873,20.987179,18.001507,20.343637,19.49013
17151.5,21.75271,20.699572,20.850473,21.707619,19.921114,19.704672,19.089449,20.586359,19.629642
17182.5,19.104517,18.851805,20.483713,21.687834,20.840681,20.028444,19.620333,21.15613,19.648903
17212.0,20.45844,19.983473,19.984982,20.268478,21.378284,20.96273,19.123253,18.983952,19.908426
17241.5,18.907288,18.577368,18.847178,15.918844,19.248508,20.888573,17.336298,17.84991,17.03481
17272.0,17.163197,14.502498,16.136211,14.603546,14.548558,16.795944,15.909313,16.252865,14.886968
17302.5,12.959879,13.174055,15.09898,12.305899,13.04491,14.463312,12.841304,11.53651,13.388688
17333.0,8.245981,8.031763,11.573342,10.989201,10.784317,8.997341,8.633348,9.892536,9.221169
17363.5,8.738377,6.848222,10.230526,8.392126,10.349244,12.078097,9.678271,8.445735,10.321577
17394.5,10.817971,12.113888,13.787162,11.285104,13.605083,13.8959465,12.154579,11.702374,14.0792
17425.0,17.079746,17.014208,18.662989,14.922317,18.347658,19.211185,15.680886,15.946463,16.808456
17455.5,20.253082,18.873426,18.600758,18.466835,19.259266,18.565742,18.07496,17.870485,18.405516
17486.0,19.277817,18.234835,22.416672,19.690664,22.180155,22.957058,19.364056,18.329264,17.989336
17516.5,19.901728,18.222307,21.129831,21.98536,22.101046,19.453695,19.848787,20.493647,20.925175
17547.5,23.04864,21.173704,22.045969,18.58261,22.291548,20.917177,20.789278,19.998903,20.702644
17577.0,,,21.524563,19.447342,19.440174,21.208702,,,19.73826
17577.5,21.529638,22.097486,,,,,19.954674,20.212406,
17607.5,18.5289,18.861486,18.791605,13.251089,17.110508,20.072258,18.473993,18.622982,19.4063
17638.0,14.503711,17.446865,16.276745,14.448517,15.046239,16.215866,17.601757,14.399014,14.661504
17668.5,12.791788,10.261091,11.448986,14.370108,13.220875,13.134455,13.716426,10.927105,13.823167
17699.0,10.1663,9.657679,8.668893,12.150181,9.540146,11.534115,11.987352,10.213123,9.001534
17729.5,11.286991,10.608506,9.909451,15.018805,8.189759,9.487491,11.008533,10.04095,9.953779
17760.5,12.821206,10.903927,15.004294,12.701699,11.163677,14.063122,13.859016,12.093793,13.203864
17791.0,18.46445,16.750597,17.959925,16.652664,16.76822,16.231113,16.841133,15.545126,15.606583
17821.5,17.76706,17.91017,18.70525,17.396523,20.698383,17.544258,17.657999,19.28229,16.825499
17852.0,21.347153,18.21869,20.162827,20.246084,20.95878,16.831234,18.404156,19.18934,17.83867
17882.5,22.396173,19.492601,20.232035,20.852425,20.027895,21.23049,19.455568,19.091486,18.721745
17913.5,18.874048,19.681822,18.951365,19.546629,22.880232,20.40912,19.999178,19.390078,19.684975
17943.0,19.12235,18.322157,19.27322,18.86708,19.483143,19.645714,20.444908,19.876865,20.2913
17972.5,16.376282,19.60993,17.471323,17.201681,20.541386,17.556114,19.84649,19.16241,18.979176
18003.0,14.561328,14.954646,14.969098,17.49054,14.241277,16.53389,14.17448,14.605741,16.305668
18033.5,9.822794,12.498579,13.529583,12.422476,12.794453,12.534601,11.869624,11.20631,12.183732
18064.0,9.596537,8.629328,9.135934,9.861637,9.766922,7.2098045,8.804674,8.738819,10.024301
18094.5,8.452641,8.503922,8.673458,8.1518,9.380708,7.549411,9.268054,7.7764845,9.422346
18125.5,11.640878,10.338558,11.776999,15.79551,12.04945,12.109997,13.262459,14.326215,11.893317
18156.0,14.707981,14.02437,16.718348,15.57875,14.852175,18.44492,18.78965,17.50051,16.107864
18186.5,16.79358,19.879957,21.116962,21.041267,15.758472,17.138008,18.850992,17.416475,18.681578
18217.0,20.899704,18.249819,18.129135,21.241385,17.575418,18.495296,17.697277,19.248606,18.724932
18247.5,18.563501,19.203508,19.050455,18.602821,21.123537,18.016073,19.628084,19.872675,19.46091
18278.5,19.825983,18.970274,20.658945,21.426481,22.20384,19.25696,21.775515,20.617678,19.195808
