# time : days since 2000-01-01
# quantile : 0.05
# tas : 
time,tas
2207.5,17.335536575317384
2237.0,16.887274932861327
2266.5,15.228086471557617
2297.0,11.552295875549316
2327.5,9.407480239868164
2358.0,5.917745780944824
2388.5,6.936252784729003
2419.5,10.169537162780761
2450.0,13.965659332275392
2480.5,15.447154998779297
2511.0,14.573151397705079
2541.5,16.538026809692383
2572.5,17.186328506469728
2602.0,16.491606140136717
2631.5,14.878692626953125
2662.0,11.866338157653807
2692.5,9.12783088684082
2723.0,6.942722320556641
2753.5,6.480729961395264
2784.5,10.28004322052002
2815.0,13.381679725646972
2845.5,14.596520233154298
2876.0,15.688581085205078
2906.5,16.58983497619629
2937.5,17.09680290222168
2967.0,16.56219711303711
2967.5,17.38931894302368
2997.5,14.88785400390625
3028.0,12.178829002380372
3058.5,9.776733779907227
3089.0,6.61818904876709
3119.5,5.506236457824707
3150.5,8.35768985748291
3181.0,11.90200080871582
3211.5,13.343017196655273
3242.0,15.866648483276366
3272.5,16.600610733032227
3303.5,17.720754623413086
3333.0,16.807228088378906
3362.5,15.592578887939453
3393.0,12.655392265319826
3423.5,10.403541755676269
3454.0,6.156007766723633
3484.5,6.594358444213867
3515.5,10.412515830993652
3546.0,12.685612869262695
3576.5,14.656512832641601
3607.0,15.24851722717285
3637.5,16.66097755432129
3668.5,18.33006019592285
3698.0,17.390694427490235
3727.5,15.241853713989258
3758.0,12.239897346496583
3788.5,7.937767410278321
3819.0,5.531032943725586
3849.5,7.064244270324707
3880.5,9.22895622253418
3911.0,12.945397567749023
3941.5,14.696991729736329
3972.0,14.735202407836914
4002.5,16.774611282348634
4033.5,16.660585403442383
4063.0,16.33348693847656
4092.5,15.311875152587891
4123.0,12.103746986389162
4153.5,9.00791130065918
4184.0,6.43255615234375
4214.5,7.4333984375
4245.5,9.430571174621583
4276.0,14.181854248046875
4306.5,15.496465301513673
4337.0,15.618189239501952
4367.5,17.64031562805176
4398.5,18.029460906982422
4428.0,17.240522766113283
4428.5,18.25609941482544
4458.5,15.546385192871094
4489.0,12.05646915435791
4519.5,8.684647750854491
4550.0,6.4905952453613285
4580.5,5.645637702941894
4611.5,8.856096649169922
4642.0,13.800840759277344
4672.5,14.770109558105467
4703.0,16.57130241394043
4733.5,16.923292922973634
4764.5,18.70541343688965
4794.0,17.102156448364255
4823.5,15.18274383544922
4854.0,12.478043937683104
4884.5,10.291894149780273
4915.0,6.583941268920898
4945.5,6.801134300231933
4976.5,10.349484252929688
5007.0,12.721833419799804
5037.5,15.334460067749024
5068.0,15.808258819580079
5098.5,17.58768501281738
5129.5,17.36569938659668
5159.0,17.537903594970704
5188.5,15.396326065063477
5219.0,13.24380054473877
5249.5,9.570350456237794
5280.0,5.8067680358886715
5310.5,7.0335287094116214
5341.5,10.768552207946778
5372.0,13.219326782226563
5402.5,15.108342742919922
5433.0,15.653778839111327
5463.5,16.99857063293457
5494.5,17.125773239135743
5524.0,17.568897247314453
5553.5,15.50866813659668
5584.0,12.524815940856932
5614.5,9.568826293945312
5645.0,6.188292694091797
5675.5,7.144878959655761
5706.5,10.237536048889162
5737.0,14.172662353515625
5767.5,15.392283630371095
5798.0,14.84129753112793
5828.5,16.869141006469725
5859.5,17.29958076477051
5889.0,17.72297897338867
5889.5,17.171320629119872
5919.5,16.12709274291992
5950.0,13.075181007385254
5980.5,10.58197441101074
6011.0,6.83696403503418
6041.5,6.705058479309082
6072.5,10.021387100219727
6103.0,14.218936920166016
6133.5,15.267876434326173
6164.0,15.811309432983398
6194.5,17.16059455871582
6225.5,17.775170516967773
6255.0,17.73524169921875
6284.5,15.941732788085938
6315.0,12.293819999694826
6345.5,9.489706420898438
6376.0,7.293833923339844
6406.5,7.139483642578124
6437.5,10.329286766052245
6468.0,13.669588851928712
6498.5,14.162851715087891
6529.0,16.2609188079834
6559.5,17.398291397094727
6590.5,18.305009841918945
6620.0,16.992491912841796
6649.5,16.197496032714845
6680.0,11.92584400177002
6710.5,9.633468627929688
6741.0,6.515836334228515
6771.5,6.1342363357543945
6802.5,8.69553165435791
6833.0,12.756180191040038
6863.5,15.155293655395509
6894.0,16.472871398925783
6924.5,16.969860076904297
6955.5,17.577014541625978
6985.0,17.151332092285156
7014.5,14.275470352172851
7045.0,11.733043479919434
7075.5,10.612533569335938
7106.0,6.100964736938477
7136.5,7.696298599243164
7167.5,9.611616706848146
7198.0,14.807969284057616
7228.5,14.621037673950195
7259.0,15.492112350463866
7289.5,17.661240768432616
7320.5,17.863663101196288
7350.0,18.213299560546876
7350.5,17.480477046966552
7380.5,15.578628158569336
7411.0,12.6347505569458
7441.5,9.864929580688475
7472.0,6.871362876892089
7502.5,7.629728126525879
7533.5,9.566800498962403
7564.0,12.868498611450196
7594.5,16.107609558105466
7625.0,16.624596405029298
7655.5,16.98487434387207
7686.5,17.26896018981934
7716.0,16.777024841308595
7745.5,15.338571929931641
7776.0,12.461806678771971
7806.5,10.007682418823242
7837.0,7.014472007751465
7867.5,8.052092361450196
7898.5,9.73880558013916
7929.0,13.676456832885743
7959.5,14.877111053466798
7990.0,16.94110679626465
8020.5,17.681809616088866
8051.5,16.784047317504882
8081.0,17.89334716796875
8110.5,16.011463928222653
8141.0,12.74909496307373
8171.5,10.4686429977417
8202.0,5.57420997619629
8232.5,6.865187644958496
8263.5,11.063716888427734
8294.0,14.024666213989258
8324.5,15.626184844970703
8355.0,16.41665687561035
8385.5,18.226162719726563
8416.5,18.53819007873535
8446.0,18.31550827026367
8475.5,16.617350387573243
8506.0,13.451637840270998
